From,From no,To,To no
Stratford Adventure The (1954),1528,Alec Guinness,40
Swan The (1956),1529,Alec Guinness,40
To Paris with Love (1955),1530,Alec Guinness,40
To See Such Fun (1977),1531,Alec Guinness,40
Tunes of Glory (1960),1532,Alec Guinness,40
Being John Malkovich (1999),1084,Jester Hairston,41
Cheshmane John Malkovich (2004),1001,Danial Hakimi,42
Greatest Summer of My Life: Billy Crystal and the Making of '61*' The (2001),1086,Anthony Michael Hall,43
Being John Malkovich (1999),1084,Daniel Hansen,44
Being John Malkovich (1999),1084,Isaac Hanson,45
Being John Malkovich (1999),1084,Taylor Hanson,46
Being John Malkovich (1999),1084,Zac Hanson,47
Being John Malkovich (1999),1084,Reginald C. Hayes,48
Being John Malkovich (1999),1084,Dustin Hoffman,49
Adam Sandler Goes to Hell (2001),1085,Rhys Ifans,50
Being John Malkovich (1999),1084,Victor Isaac,51
Being John Malkovich (1999),1084,Carlos Jacott,52
Greatest Summer of My Life: Billy Crystal and the Making of '61*' The (2001),1086,Thomas Jane,53
Being John Malkovich (1999),1084,Sylvester Jenkins,54
Being John Malkovich (1999),1084,Roy C. Johnson,55
Africa: The Serengeti (1994),1533,James Earl Jones,56
Allan Quatermain and the Lost City of Gold (1987),1534,James Earl Jones,56
Allen Boesak: Choosing for Justice (1984),1535,James Earl Jones,56
Ambulance The (1990),1536,James Earl Jones,56
Annihilation of Fish The (1999),1537,James Earl Jones,56
Antietam: A Documentary Drama (2000),1538,James Earl Jones,56
Art of Stanley Kubrick: From Short Films to Strangelove The (2000),1539,James Earl Jones,56
Beauty and the Beast: The Story Behind the Story (2002),1540,James Earl Jones,56
Best of the Best (1989),1541,James Earl Jones,56
Bingo Long Traveling All-Stars & Motor Kings The (1976),1542,James Earl Jones,56
Black Indians: An American Story (2001),1543,James Earl Jones,56
Black Theatre: The Making of a Movement (1978),1544,James Earl Jones,56
Blood Tide (1982),1545,James Earl Jones,56
Bushido Blade The (1981),1546,James Earl Jones,56
Casper: A Spirited Beginning (1997),1547,James Earl Jones,56
City Limits (1985),1548,James Earl Jones,56
Claudine (1974),1549,James Earl Jones,56
Clean Slate (1994),1550,James Earl Jones,56
Clear and Present Danger (1994),1551,James Earl Jones,56
Comedians in Africa The (1967),1477,James Earl Jones,56
Comedians The (1967),1478,James Earl Jones,56
Coming to America (1988),1552,James Earl Jones,56
Command & Conquer: Tiberian Sun (1999),1553,James Earl Jones,56
Conan the Barbarian (1982),1554,James Earl Jones,56
Conan Unchained: The Making of 'Conan' (2000),1555,James Earl Jones,56
Convicts (1990),1556,James Earl Jones,56
Countdown to Freedom: 10 Days That Changed South Africa (1994),1557,James Earl Jones,56
Cry the Beloved Country (1995),1558,James Earl Jones,56
Dangerous: The Short Films (1993),1559,James Earl Jones,56
Deadly Hero (1976),1560,James Earl Jones,56
Disney's American Legends (2001),1561,James Earl Jones,56
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1562,James Earl Jones,56
Dreamrider (1993),1563,James Earl Jones,56
Ennis' Gift (2000),1313,James Earl Jones,56
Excessive Force (1993),1564,James Earl Jones,56
Exorcist II: The Heretic (1977),1565,James Earl Jones,56
Family Thing A (1996),1566,James Earl Jones,56
Fantasia/2000 (1999),1567,James Earl Jones,56
Field of Dreams (1989),1568,James Earl Jones,56
Finder's Fee (2001),1569,James Earl Jones,56
Flight of Dragons The (1982),1570,James Earl Jones,56
Freddie as F.R.O.7 (1992),1571,James Earl Jones,56
Gang Related (1997),1572,James Earl Jones,56
Gardens of Stone (1987),1573,James Earl Jones,56
Good Luck (1996),1574,James Earl Jones,56
Great White Hope The (1970),1575,James Earl Jones,56
Great Year The (2004),1576,James Earl Jones,56
Greatest The (1977),1577,James Earl Jones,56
Grim Prairie Tales (1990),1578,James Earl Jones,56
Hunt for Red October The (1990),1579,James Earl Jones,56
Hunting of the Snark The (1989),1580,James Earl Jones,56
Inside the Making of Dr. Strangelove (2000),1581,James Earl Jones,56
Jefferson in Paris (1995),1582,James Earl Jones,56
Judge Dredd (1995),1583,James Earl Jones,56
King: A Filmed Record... Montgomery to Memphis (1970),1584,James Earl Jones,56
Last Remake of Beau Geste The (1977),1585,James Earl Jones,56
Lion King II: Simba's Pride The (1998),1586,James Earl Jones,56
Lion King The (1994),1587,James Earl Jones,56
Looking for Richard (1996),1588,James Earl Jones,56
Making of 'Jurassic Park' The (1995),1589,James Earl Jones,56
Malcolm X (1972),1590,James Earl Jones,56
Man The (1972),1591,James Earl Jones,56
Matewan (1987),1592,James Earl Jones,56
Meteor Man The (1993),1593,James Earl Jones,56
Michael Jackson: The Legend Continues (1988),1594,James Earl Jones,56
Monopoly Star Wars (1997),1595,James Earl Jones,56
Muhammad Ali: Through the Eyes of the World (2001),1110,James Earl Jones,56
My Little Girl (1986),1596,James Earl Jones,56
Naked Gun 33 1/3: The Final Insult (1994),1597,James Earl Jones,56
New York City... Come Visit the World (1998),1598,James Earl Jones,56
On the Q.T. (1999),1599,James Earl Jones,56
Our Friend Martin (1999),1331,James Earl Jones,56
Papp Project The (2001),1600,James Earl Jones,56
Patriot Games (1992),1601,James Earl Jones,56
Piece of the Action A (1977),1602,James Earl Jones,56
Pinocchio and the Emperor of the Night (1987),1603,James Earl Jones,56
Primary Colors (1998),1604,James Earl Jones,56
Ramayana: The Legend of Prince Rama (1992),1605,James Earl Jones,56
Recess Christmas: Miracle on Third Street (2001),1606,James Earl Jones,56
River Niger The (1976),1607,James Earl Jones,56
Sandlot 2 The (2005),1608,James Earl Jones,56
Sandlot The (1993),1609,James Earl Jones,56
Scorchers (1991),1610,James Earl Jones,56
Second Coming The (1992),1611,James Earl Jones,56
Sneakers (1992),1612,James Earl Jones,56
Sommersby (1993),1613,James Earl Jones,56
Soul Man (1986),1614,James Earl Jones,56
SpongeBob SquarePants Movie The (2004),1615,James Earl Jones,56
Star Wars (1977),1523,James Earl Jones,56
Star Wars (1983),1524,James Earl Jones,56
Star Wars: Episode III - Revenge of the Sith (2005),1616,James Earl Jones,56
Star Wars: Episode V - The Empire Strikes Back (1980),1526,James Earl Jones,56
Star Wars: Episode VI - Return of the Jedi (1983),1527,James Earl Jones,56
Swashbuckler (1976),1617,James Earl Jones,56
Terrorgram (1988),1618,James Earl Jones,56
Three Fugitives (1989),1619,James Earl Jones,56
Tina Turner: One Last Time Live in Concert (2000),1620,James Earl Jones,56
True Identity (1991),1621,James Earl Jones,56
Twister: A Musical Catastrophe (2000),1622,James Earl Jones,56
Under a Killing Moon (1994),1623,James Earl Jones,56
Undercover Angel (1999),1624,James Earl Jones,56
Being John Malkovich (1999),1084,Spike Jonze,57
Adam Sandler Goes to Hell (2001),1085,Harvey Keitel,58
Greatest Summer of My Life: Billy Crystal and the Making of '61*' The (2001),1086,John F. Kennedy,59
Adam Sandler Goes to Hell (2001),1085,Marc Kolbe,60
100 Years of Horror (1996),1625,Christopher Lee (I),61
100 Years of Horror: Freaks (1996),1626,Christopher Lee (I),61
100 Years of Horror: Giants and Dinosaurs (1996),1627,Christopher Lee (I),61
100 Years of Horror: Maniacs (1996),1628,Christopher Lee (I),61
100 Years of Horror: Scream Queens (1996),1629,Christopher Lee (I),61
100 Years of Horror: Sorcerers (1996),1630,Christopher Lee (I),61
100 Years of Horror: The Aristocrats of Evil (1996),1631,Christopher Lee (I),61
100 Years of Horror: The Count and Company (1996),1632,Christopher Lee (I),61
100 Years of Horror: The Double Demons (1996),1633,Christopher Lee (I),61
100 Years of Horror: The Evil Unseeable (1996),1634,Christopher Lee (I),61
100 Years of Horror: The Frankenstein Family (1996),1635,Christopher Lee (I),61
100 Years of Horror: The Monster Makers (1996),1636,Christopher Lee (I),61
100 Years of Horror: The Walking Dead (1996),1637,Christopher Lee (I),61
100 Years of Horror: Witchcraft and Demons (1996),1638,Christopher Lee (I),61
1941 (1979),1639,Christopher Lee (I),61
Actor's Notebook: Christopher Lee (2002),1122,Christopher Lee (I),61
Adventures of Young Indiana Jones: Adventures in the Secret Service The (1999),1640,Christopher Lee (I),61
Airport '77 (1977),1641,Christopher Lee (I),61
Albino (1976),1642,Christopher Lee (I),61
Alias John Preston (1956),1643,Christopher Lee (I),61
Amere victoire (1957),1644,Christopher Lee (I),61
Arabian Adventure (1979),1645,Christopher Lee (I),61
Avaro L' (1990),1646,Christopher Lee (I),61
Babes in Bagdad (1952),1647,Christopher Lee (I),61
Battle of the River Plate The (1956),1648,Christopher Lee (I),61
Battle of the V.1 The (1958),1649,Christopher Lee (I),61
Bear Island (1979),1650,Christopher Lee (I),61
Beat Girl (1960),1651,Christopher Lee (I),61
Beyond Mombasa (1956),1652,Christopher Lee (I),61
Blood of Fu Manchu The (1968),1653,Christopher Lee (I),61
Boucher la star et l'orpheline Le (1975),1654,Christopher Lee (I),61
Brides of Fu Manchu The (1966),1655,Christopher Lee (I),61
Captain Horatio Hornblower R.N. (1951),1656,Christopher Lee (I),61
Caravans (1978),1657,Christopher Lee (I),61
Castello dei morti vivi Il (1964),1658,Christopher Lee (I),61
Century of Science Fiction A (1996),1659,Christopher Lee (I),61
Charlie and the Chocolate Factory (2005),1660,Christopher Lee (I),61
Chute des aigles La (1989),1661,Christopher Lee (I),61
Circle of Iron (1978),1662,Christopher Lee (I),61
Circus of Fear (1966),1663,Christopher Lee (I),61
City of the Dead The (1960),1664,Christopher Lee (I),61
Cockleshell Heroes The (1955),1665,Christopher Lee (I),61
Conde Dracula El (1970),1666,Christopher Lee (I),61
Conquest: Frontier Wars (2001),1667,Christopher Lee (I),61
Corpse Bride The (2005),1668,Christopher Lee (I),61
Corridor of Mirrors (1948),1669,Christopher Lee (I),61
Corridors of Blood (1962),1670,Christopher Lee (I),61
Creeping Flesh The (1973),1671,Christopher Lee (I),61
Crimson Pirate The (1952),1672,Christopher Lee (I),61
Curse III: Blood Sacrifice (1991),1673,Christopher Lee (I),61
Curse of Frankenstein The (1957),1674,Christopher Lee (I),61
Curse of the Crimson Altar (1968),1675,Christopher Lee (I),61
Dare to Dream (1998),1676,Christopher Lee (I),61
Dark Avenger The (1955),1677,Christopher Lee (I),61
Dark Mission (Operacion cocaina) (1988),1678,Christopher Lee (I),61
Dark Places (1973),1679,Christopher Lee (I),61
Death Line (1972),1680,Christopher Lee (I),61
Desperate Moves (1981),1681,Christopher Lee (I),61
Destination Milan (1954),1682,Christopher Lee (I),61
Devil Rides Out The (1968),1683,Christopher Lee (I),61
Devil's Agent The (1961),1684,Christopher Lee (I),61
Devil-Ship Pirates The (1964),1685,Christopher Lee (I),61
Diagnosis: Murder (1975),1686,Christopher Lee (I),61
Dr. Terror's House of Horrors (1965),1687,Christopher Lee (I),61
Dracula (1958),1688,Christopher Lee (I),61
Dracula A.D. 1972 (1972),1689,Christopher Lee (I),61
Dracula Has Risen from the Grave (1968),1690,Christopher Lee (I),61
Dracula pere et fils (1976),1691,Christopher Lee (I),61
Dracula: Prince of Darkness (1966),1692,Christopher Lee (I),61
End of the World (1977),1693,Christopher Lee (I),61
Ercole al centro della terra (1961),1694,Christopher Lee (I),61
Everquest II (2004),1695,Christopher Lee (I),61
Eye for an Eye An (1981),1696,Christopher Lee (I),61
Face of Eve The (1968),1697,Christopher Lee (I),61
Face of Fu Manchu The (1965),1698,Christopher Lee (I),61
Feast at Midnight A (1994),1699,Christopher Lee (I),61
Final Column (1955),1700,Christopher Lee (I),61
Five Golden Dragons (1967),1701,Christopher Lee (I),61
Folterkammer des Dr. Fu Man Chu Die (1969),1702,Christopher Lee (I),61
Fortune Is a Woman (1957),1703,Christopher Lee (I),61
Four Musketeers The (1974),1704,Christopher Lee (I),61
Freelancer (2003),1705,Christopher Lee (I),61
From Puppets to Pixels: Digital Characters in Episode II (2002),1706,Christopher Lee (I),61
Frusta e il corpo La (1963),1707,Christopher Lee (I),61
Funny Man (1994),1708,Christopher Lee (I),61
Geheimnis der gelben Narzissen Das (1961),1709,Christopher Lee (I),61
Girl The (1986),1710,Christopher Lee (I),61
Glubina (2006),1711,Christopher Lee (I),61
GoldenEye: Rogue Agent (2004),1712,Christopher Lee (I),61
Gorgon The (1964),1713,Christopher Lee (I),61
Greasepaint and Gore Part 2: The Hammer Monsters of Roy Ashton (2004),1714,Christopher Lee (I),61
Greasepaint and Gore: The Hammer Monsters of Phil Leakey (2004),1715,Christopher Lee (I),61
Gremlins 2: The New Batch (1990),1716,Christopher Lee (I),61
Hamlet (1948),1717,Christopher Lee (I),61
Hands of Orlac The (1961),1718,Christopher Lee (I),61
Hannie Caulder (1971),1719,Christopher Lee (I),61
Honeymoon Academy (1990),1720,Christopher Lee (I),61
Horror Express (1973),1721,Christopher Lee (I),61
Hound of the Baskervilles The (1959),1722,Christopher Lee (I),61
House of the Long Shadows (1983),1723,Christopher Lee (I),61
House That Dripped Blood The (1970),1724,Christopher Lee (I),61
Howling II (1985),1725,Christopher Lee (I),61
I Monster (1971),1726,Christopher Lee (I),61
Ian Fleming: 007's Creator (2000),1727,Christopher Lee (I),61
Ill Met by Moonlight (1957),1728,Christopher Lee (I),61
Innocents in Paris (1952),1729,Christopher Lee (I),61
Inside 'The Man with the Golden Gun' (2000),1730,Christopher Lee (I),61
Jackpot (1992),1731,Christopher Lee (I),61
Jaguar Lives! (1979),1732,Christopher Lee (I),61
Jinnah (1998),1733,Christopher Lee (I),61
Jocks (1987),1734,Christopher Lee (I),61
Julius Caesar (1970),1735,Christopher Lee (I),61
Katarsis (1963),1736,Christopher Lee (I),61
Keeper The (1976),1737,Christopher Lee (I),61
Killer Force (1976),1738,Christopher Lee (I),61
Last Unicorn The (1982),1739,Christopher Lee (I),61
Last Unicorn The (2006),1740,Christopher Lee (I),61
Lolita (1962),1741,Christopher Lee (I),61
Lord of the Rings: The Fellowship of the Ring The (2001),1742,Christopher Lee (I),61
Lord of the Rings: The Return of the King The (2003),1743,Christopher Lee (I),61
Lord of the Rings: The Two Towers The (2002),1744,Christopher Lee (I),61
Magic Christian The (1969),1745,Christopher Lee (I),61
Making of a Legend The (2003),1746,Christopher Lee (I),61
Maldicion de los Karnstein La (1963),1747,Christopher Lee (I),61
Man in Demand (1955),1748,Christopher Lee (I),61
Man Who Could Cheat Death The (1959),1749,Christopher Lee (I),61
Man with the Golden Gun The (1974),1750,Christopher Lee (I),61
Manuela (1957),1751,Christopher Lee (I),61
Many Faces of Christopher Lee The (1996),1752,Christopher Lee (I),61
Mask of Murder (1985),1753,Christopher Lee (I),61
May Day (2004),1754,Christopher Lee (I),61
Meatcleaver Massacre (1977),1755,Christopher Lee (I),61
Mio min Mio (1987),1072,Christopher Lee (I),61
Moulin Rouge (1952),1756,Christopher Lee (I),61
Mummy The (1959),1757,Christopher Lee (I),61
Murder Story (1989),1758,Christopher Lee (I),61
My Brother's Keeper (1948),1759,Christopher Lee (I),61
New Magic (1983),1760,Christopher Lee (I),61
Night of the Big Heat (1967),1761,Christopher Lee (I),61
Nothing But the Night (1972),1762,Christopher Lee (I),61
Nutcracker Fantasy (1979),1763,Christopher Lee (I),61
Oblong Box The (1969),1764,Christopher Lee (I),61
One Night with You (1948),1765,Christopher Lee (I),61
Passage The (1979),1766,Christopher Lee (I),61
Paul Temple Returns (1952),1767,Christopher Lee (I),61
Penny and the Pownall Case (1948),1768,Christopher Lee (I),61
Pirates of Blood River The (1962),1769,Christopher Lee (I),61
Police Academy: Mission to Moscow (1994),1770,Christopher Lee (I),61
Police Dog (1955),1771,Christopher Lee (I),61
Port Afrique (1956),1772,Christopher Lee (I),61
Prelude to Fame (1950),1773,Christopher Lee (I),61
Private Life of Sherlock Holmes The (1970),1774,Christopher Lee (I),61
Private's Progress (1956),1775,Christopher Lee (I),61
Rainbow Thief The (1990),1776,Christopher Lee (I),61
Rasputin: The Mad Monk (1966),1777,Christopher Lee (I),61
Return from Witch Mountain (1978),1778,Christopher Lee (I),61
Return of Captain Invincible The (1983),1779,Christopher Lee (I),61
Return of the Musketeers The (1989),1780,Christopher Lee (I),61
Rivieres pourpres 2 - Les anges de l'apocalypse Les (2004),1781,Christopher Lee (I),61
Rocky Interactive Horror Show The (1999),1782,Christopher Lee (I),61
Rosebud Beach Hotel The (1984),1783,Christopher Lee (I),61
Ratsel der roten Orchidee Das (1962),1784,Christopher Lee (I),61
Revolution francaise La (1989),1785,Christopher Lee (I),61
Safari 3000 (1982),1786,Christopher Lee (I),61
Salamander The (1981),1787,Christopher Lee (I),61
Saraband for Dead Lovers (1948),1788,Christopher Lee (I),61
Satanic Rites of Dracula The (1974),1789,Christopher Lee (I),61
Scars of Dracula (1970),1790,Christopher Lee (I),61
Schlangengrube und das Pendel Die (1967),1791,Christopher Lee (I),61
Scott of the Antarctic (1948),1792,Christopher Lee (I),61
Scream and Scream Again (1969),1793,Christopher Lee (I),61
Serial (1980),1794,Christopher Lee (I),61
Shaka Zulu (1987),1795,Christopher Lee (I),61
Sherlock Holmes und das Halsband des Todes (1962),1796,Christopher Lee (I),61
Skull The (1965),1797,Christopher Lee (I),61
Sleepy Hollow (1999),1798,Christopher Lee (I),61
Sleepy Hollow: Behind the Legend (2000),1799,Christopher Lee (I),61
Song of Tomorrow (1948),1800,Christopher Lee (I),61
Star Wars: Episode II - Attack of the Clones (2002),1801,Christopher Lee (I),61
Star Wars: Episode III - Revenge of the Sith (2005),1616,Christopher Lee (I),61
Starship Invasions (1977),1802,Christopher Lee (I),61
Storm Over the Nile (1955),1803,Christopher Lee (I),61
Stranglehold (1962),1804,Christopher Lee (I),61
Stupids The (1996),1805,Christopher Lee (I),61
Tale of the Mummy (1998),1806,Christopher Lee (I),61
Tale of Two Cities A (1958),1807,Christopher Lee (I),61
Taste of Fear (1961),1808,Christopher Lee (I),61
Taste the Blood of Dracula (1970),1809,Christopher Lee (I),61
Tempi duri per i vampiri (1959),1810,Christopher Lee (I),61
Ten Little Indians (1965),1811,Christopher Lee (I),61
Terror of the Tongs The (1961),1812,Christopher Lee (I),61
That Lady (1955),1813,Christopher Lee (I),61
Theatre of Death (1966),1814,Christopher Lee (I),61
